"",,,Percent,Percent,Percent,Percent
"",Percent of,Average,Meeting,Meeting,Meeting,Meeting
"",Graduates,Composite,English,Reading,Math,Science
State,Tested*,Score,Benchmark,Benchmark,Benchmark,Benchmark
Alabama,,,,,,
"",,,Percent,Percent,Percent,Percent
"",Percent of,Average,Meeting,Meeting,Meeting,Meeting
"",Graduates,Composite,English,Reading,Math,Science
State,Tested*,Score,Benchmark,Benchmark,Benchmark,Benchmark
